epoch,accuracy,loss,val_accuracy,val_loss
0,0.253274,1.8742931158485683,0.26364797,1.833027950553007
1,0.38974455,1.5588919491958302,0.38552126,1.5612087901248488
2,0.43850872,1.430687598952132,0.40350556,1.5268828730250514
3,0.47212487,1.3580561865742637,0.3322074,1.8012464323709176
4,0.48758414,1.3184362960721496,0.4729779,1.3576332871304002
5,0.50095683,1.282982037294552,0.3740186,1.9135061419287394
6,0.5109057,1.25847332662051,0.4291583,1.462962596915489
7,0.52472794,1.2265792113877327,0.50748587,1.2565539659455764
8,0.5328553,1.2021465709285741,0.505021,1.272580832936043
9,0.5428041,1.1813242552212921,0.5260179,1.209475621234539
10,0.5499977,1.1669161961349759,0.4732518,1.3461449381917021
11,0.55334085,1.154884572333871,0.54628444,1.1670303871465284
12,0.56049985,1.1362264685818577,0.5481103,1.1519202936527342
13,0.56602186,1.123479769061239,0.55733067,1.1588164949139883
14,0.57184356,1.1119527245407823,0.5743108,1.0902242480322373
15,0.574057,1.1045866300179534,0.5680117,1.1107178462106129
16,0.57763076,1.0960041897813408,0.56719005,1.1263341099716897
17,0.5809739,1.0834371480600515,0.56600326,1.1284958540007126
18,0.58774096,1.0734761315035026,0.58544827,1.0831294801346092
19,0.5899313,1.0664650878815658,0.5694723,1.1279769955679428
20,0.59215623,1.0591656159158453,0.5646339,1.1538019713967345
21,0.5958337,1.051061632151007,0.5779624,1.0705950953239618
22,0.6002029,1.045674977647327,0.59357315,1.0616122830745787
23,0.60188603,1.0390563043052394,0.5640862,1.130860722342203
24,0.6068662,1.0287733701864512,0.56390357,1.1103346126024114
25,0.60794985,1.0217821663522988,0.5939383,1.0503393723521122
26,0.61038226,1.0182947486482357,0.5837137,1.0609738916851754
27,0.61173105,1.0117558081750555,0.5769582,1.1130824497965879
28,0.61293,1.0065872737218629,0.59019536,1.0700729461603387
29,0.61518955,1.002839734284275,0.60617125,1.0161375583604324
30,0.61978924,0.9924216822131934,0.5722111,1.0984610346860664
31,0.6172992,0.9954953554821533,0.5775972,1.0807848246984704
32,0.6215646,0.9854770456965115,0.5991419,1.0402875050555829
33,0.62253296,0.9841738278208585,0.56536424,1.142309779344603
34,0.6258646,0.9770309608668449,0.61374843,0.9953827982725099
35,0.6274901,0.9711956711016843,0.5964031,1.0361339519190234
36,0.6308102,0.9677898113461292,0.6118313,1.0038672748000124
37,0.6324357,0.9651886627076682,0.60051125,1.0331950478775556
38,0.6334847,0.9596596618843377,0.61338323,1.0009526104428048
39,0.63277,0.9567779863902061,0.6080884,1.0085481543873631
40,0.6349488,0.9495608559517165,0.58407885,1.07752980395805
41,0.6374274,0.948486394732902,0.6085448,1.033157540615215
42,0.6390413,0.9449480387388994,0.6169436,0.991531428209571
43,0.64130086,0.9382278350658834,0.6126529,0.9975546896457672
44,0.6426035,0.9385675471294941,0.6166697,0.9997239057407823
45,0.64383703,0.9353278658052085,0.59932446,1.0162519861099333
46,0.64550865,0.9310866684356452,0.62488586,0.9900769355685212
47,0.64392924,0.9308356903558682,0.5969509,1.0767153695572254
48,0.6463041,0.9275411616378326,0.5927515,1.0994139216666998
49,0.6486789,0.9214001161733545,0.6027935,1.0386939346790314
50,0.6490593,0.9173747587608563,0.60224575,1.0190322322900904
51,0.6513765,0.9161109425018252,0.59238636,1.0467448255350424
52,0.65176845,0.9115573684634686,0.62315136,0.975270515957544
53,0.6545352,0.9079927955234027,0.61612195,1.0076307092988215
54,0.6549617,0.9057587223893809,0.621782,0.9779598997082821
55,0.6570368,0.9025571941229994,0.6121052,0.9961498726245969
56,0.6555036,0.9024747451117126,0.61639583,1.0124614113985106
57,0.6601263,0.8971935395416953,0.6297243,0.9589092419591061
58,0.66027623,0.894162947606262,0.5978638,1.0518355875514274
59,0.6609564,0.891425117909397,0.61530036,1.003289329451184
60,0.6615674,0.8891622552701954,0.619591,0.9699334370535474
61,0.66160196,0.8858198385270311,0.60534966,1.0576637040737062
62,0.6622937,0.884662451228895,0.603889,1.011828747599624
63,0.6658443,0.8811899521611861,0.621143,1.0014612702436225
64,0.6637462,0.8803257560153889,0.60023737,1.0392686267231785
65,0.6647146,0.8776028766179562,0.63100237,0.9837176723535671
66,0.6679309,0.8723990731624993,0.6048019,1.020318295373473
67,0.670006,0.8704514453895503,0.6317327,0.9608936552391496
68,0.68066955,0.8431921412636298,0.6436918,0.9318279007146525
69,0.6829752,0.8361475571466418,0.64113563,0.9244517351305762
70,0.68631834,0.8263003508466137,0.6457915,0.937447959600493
71,0.6884165,0.8219483846790465,0.64186597,0.9454379435195479
72,0.6897422,0.8192315840208804,0.64615667,0.9336973213872244
73,0.6900189,0.8187515510521526,0.64825636,0.9392139239366665
74,0.69210553,0.8141828310024604,0.6474347,0.9219417724498483
75,0.6939154,0.8099574801073758,0.6289027,0.9761427640914917
76,0.6939846,0.807784825192379,0.64916927,0.9370578361112017
77,0.6956447,0.8057568555310084,0.64223117,0.955521130977675
78,0.69683206,0.805319881759138,0.6457002,0.9444288216358008
79,0.6971433,0.8050671014400532,0.64131826,0.9439095847828444
80,0.69727015,0.8017829563865514,0.63419753,0.9550668999206188
81,0.69695884,0.799015836330684,0.6337411,0.9626141751921454
82,0.70067096,0.7962678006948014,0.6378492,0.9506088384362155
83,0.696613,0.7993596721034114,0.64213985,0.9360591096933498
84,0.6986881,0.792182621569538,0.6254336,1.018856659878132
85,0.705409,0.779286100120548,0.6535512,0.9141363307487133
86,0.70622754,0.7753524683580114,0.65309477,0.9188818162263825
87,0.70927095,0.7704306356165667,0.64916927,0.9252912499183832
88,0.70972055,0.7655600654972244,0.6540077,0.929466797861942
89,0.71061975,0.7670149595977349,0.653186,0.9190981693046038
90,0.71301764,0.760747174104949,0.6536425,0.9197564194368761
91,0.7130522,0.7642572744849379,0.6561986,0.9206081566422485
92,0.71301764,0.7587377423621363,0.6586635,0.9135050094404886
93,0.71479297,0.7582798693097188,0.6507212,0.9343441412892453
94,0.71445864,0.7585978946716134,0.65245575,0.9258400700813116
95,0.71641845,0.7544501433785437,0.6544641,0.927948246861613
96,0.71732914,0.7515113538045741,0.65117764,0.930668079575827
97,0.71626854,0.7522960553241372,0.65090376,0.9260185277739237
98,0.7169833,0.7519957197555743,0.6509951,0.9327063913955245
99,0.7179747,0.7503679386256509,0.65218186,0.9335777281328689
100,0.7190584,0.7489616365645145,0.6565638,0.9254574526187985
101,0.718286,0.7486369440743132,0.6487128,0.9309850369775018
102,0.7174444,0.7499834402102469,0.6471608,0.9354421392429707
103,0.720119,0.7396182584100727,0.6549206,0.9244604471117951
104,0.7237965,0.7343846903805538,0.6573854,0.9219386896421743
105,0.72413075,0.7348012471401327,0.65419024,0.9224440032659575
