epoch,accuracy,loss,val_accuracy,val_loss
0,0.26821452,1.957293013634524,0.24904145,2.6851328250973725
1,0.42968968,1.4615772520496453,0.28793135,1.8507223059964735
2,0.48914045,1.3141715980198378,0.2814497,2.674083565556726
3,0.5186065,1.2446913419807242,0.25625342,2.4947497262511145
4,0.5403832,1.189359245590098,0.378218,1.6073537732279577
5,0.5658259,1.1328995283883754,0.38908163,1.6229514895483506
6,0.58009773,1.0963781333152167,0.3714625,1.6907010868538257
7,0.5941852,1.0635927837789692,0.38999453,1.7161907442780429
8,0.5995227,1.046735691923085,0.3811393,1.6736289207325425
9,0.6174721,1.007758856061573,0.38488224,1.7126451980235964
10,0.6431223,0.9461376376557942,0.4051488,1.743601428907971
11,0.65571105,0.915425800467993,0.3952894,1.8064299627792004
12,0.66544086,0.8861984677841597,0.36069015,2.0215460505596425
13,0.67707276,0.8594071563457988,0.3811393,1.8704763110293898
14,0.68965,0.8289801532367076,0.38798612,1.8031658045081205
15,0.71671814,0.7624046653275515,0.37803543,1.926357692064241
16,0.7325809,0.7244916134442195,0.3592295,2.373675920242487
17,0.74613804,0.6916502076332984,0.39300713,1.9692403341448583
18,0.7581043,0.6648237193399257,0.39510682,2.1944080313970877
19,0.76683116,0.6413233892389695,0.39099872,2.1140313910883526
20,0.7955824,0.56799328800476,0.41263464,2.2374706060387366
21,0.81130683,0.5335054019357647,0.4012233,2.3364059633986893
