category,precision,recall,f1-score,support,accuracy
Female,0.9045118630882925,0.9010073614877955,0.9027562111801243,5162.0,0.9010073614877955
Male,0.9120784583620096,0.9152279005524862,0.9136504653567735,5792.0,0.9152279005524862
