category,precision,recall,f1-score,support,accuracy
Female,0.8838606327593111,0.8550949244478884,0.8692398582118944,5162.0,0.8550949244478884
Male,0.874496644295302,0.8998618784530387,0.886997957794418,5792.0,0.8998618784530387
